"","approx_year_built","cats_allowed","common_charges","coop_condo","dining_room_type","dogs_allowed","full_address_or_zip_code","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_full_bathrooms","num_half_bathrooms","num_total_rooms","parking_charges","pct_tax_deductibl","sale_price","sq_footage","total_taxes","walk_score","zip_codes"
"1776",1989,"yes",NA,"condo","combo","yes","25-40 Shore Blvd,  Astoria NY, 11102",NA,"efficiency kitchen","$779",2,2,NA,4,NA,NA,NA,886,"$3,682 ",81,"11102"
"1777",1948,"no",NA,"co-op",NA,"no","254-34 74th Ave,  Glen Oaks NY, 11004",NA,"combo","$800",2,1,NA,6,NA,NA,NA,NA,NA,84,"11004"
"1778",1950,"yes",NA,"co-op","combo","yes","260-36 73 Ave,  Glen Oaks NY, 11004",NA,"efficiency kitchen","$631",2,1,NA,4,"$25",39,NA,NA,NA,63,"11004"
"1779",1950,"yes",NA,"co-op","combo","yes89","260-55 A Union Tnpk,  Glen Oaks NY, 11004",NA,"eatin","$702",2,1,NA,5,NA,39,NA,NA,NA,89,"11004"
"1780",1950,"yes",NA,"co-op","other","yes","260-63 Langston Ave, Glen Oaks NY, 11004",NA,"efficiency kitchen","$514",1,1,NA,3,"$25",39,NA,NA,NA,36,"11004"
"1781",1960,"yes",NA,"co-op","formal","no","26-10 Union St,  Flushing NY, 11354",NA,"eatin","$764",2,1,NA,4,"$25",NA,NA,1000,NA,82,"11354"
"1782",1955,"yes",NA,"co-op","combo","no","26-16 Union St,  Flushing NY, 11354",NA,"efficiency","$769",2,1,NA,4,NA,NA,NA,900,NA,82,"11354"
"1783",1950,"no",NA,"co-op","combo","no","26-19 141 St,  Flushing NY, 11354",NA,"efficiency kitchen","$654",1,1,NA,3,NA,NA,NA,NA,NA,80,"11354"
"1784",2006,"no","$373","condo",NA,"no","26-20 21 St,  Astoria NY, 11102",NA,"eatin",NA,1,1,NA,4,NA,NA,NA,729,"$216",91,"11102"
"1785",1954,"yes","$650","co-op","combo","no","26-25 Union St, Flushing NY, 11354",NA,"eatin",NA,1,1,NA,4,NA,NA,NA,NA,NA,85,"11354"
"1786",1950,"yes",NA,"co-op","combo","yes","264-07 Langston Ave,  Glen Oaks NY, 11004",NA,"eatin","$723",2,1,NA,4,NA,39,NA,764,NA,55,"11004"
"1787",1975,"no",NA,"co-op","combo","no","26910 Grand Central Pky,  Floral Park NY, 11005","yes","efficiency kitchen","$885",1,1,NA,3,"$88",50,NA,750,NA,54,"11005"
"1788",1975,"no",NA,"co-op","combo","no","26910 Grand Central Pky,  Floral Park NY, 11005","yes","efficiency kitchen","$1,048 ",1,1,1,3,"$80",50,NA,835,NA,54,"11005"
"1789",1975,"no",NA,"co-op",NA,"no","26910 Grand Central Pky,  Floral Park NY, 11005","yes","efficiency","$1,583 ",1,1,1,4,"$87",50,NA,1190,NA,54,"11005"
"1790",1975,"no",NA,"co-op","formal","no","26910 Grand Central Pky,  Floral Park NY, 11005","yes","eatin","$1,689 ",1,1,1,4,"$80",50,NA,1200,NA,54,"11005"
"1791",1975,"no",NA,"co-op","formal","no","26910 Grand Central Pky,  Floral Park NY, 11005","yes","eatin","$1,928 ",1,1,1,4,"$80",50,NA,1200,NA,54,"11005"
"1792",1975,"no",NA,"co-op",NA,"no","26910 Grand Central Pky,  Floral Park NY, 11005","yes","efficiency kitchen","$1,751 ",1,1,1,4,"$145",50,NA,1200,NA,54,"11005"
"1793",1975,"no",NA,"co-op","formal","no","26910 Grand Central Pky,  Floral Park NY, 11005",NA,"eatin","$2,258 ",2,2,1,5,"$168",50,NA,1549,NA,54,"11005"
"1794",1975,"no",NA,"co-op","formal","no","269-10 Grand Central Pky,  Floral Park NY, 11005","yes","efficiency","$2,186 ",2,2,1,5,"$87",NA,NA,1549,NA,54,"11005"
"1795",1975,"no",NA,"co-op","combo","no","269-10 Grand Central Pky,  Floral Park NY, 11005","yes","efficiency kitchen","$1,118 ",1,1,NA,3,NA,NA,NA,NA,NA,54,"11005"
"1796",1975,"no",NA,"co-op","combo","no","27010 Grand Central Pky,  Floral Park NY, 11005","yes","efficiency kitchen","$1,002 ",1,1,NA,3,"$145",50,NA,800,NA,54,"11005"
"1797",1975,"no",NA,"co-op","formal","no","27010 Grand Central Pky,  Floral Park NY, 11005","yes","efficiency kitchen","$1,346 ",1,1,1,4,"$87",50,NA,1010,NA,54,"11005"
"1798",1975,"no",NA,"co-op",NA,"no","27010 Grand Central Pky,  Floral Park NY, 11005",NA,"efficiency kitchen","$1,378 ",1,1,1,4,"$87",50,NA,1131,NA,54,"11005"
"1799",1975,"no",NA,"co-op",NA,"no","27010 Grand Central Pky,  Floral Park NY, 11005","yes","efficiency kitchen","$1,726 ",1,1,1,4,NA,50,NA,1200,NA,54,"11005"
"1800",1975,"no",NA,"co-op",NA,"no","27010 Grand Central Pky,  Floral Park NY, 11005","yes","eatin","$1,573 ",1,1,1,4,"$87",50,NA,1230,NA,54,"11005"
"1801",1975,"no",NA,"co-op",NA,"no","27010 Grand Central Pky,  Floral Park NY, 11005","yes","eatin","$2,146 ",2,2,1,5,"$176",50,NA,1500,NA,54,"11005"
"1802",1975,"no",NA,"co-op","formal","no","27010 Grand Central Pky,  Floral Park NY, 11005","yes","efficiency","$2,048 ",2,2,1,5,"$87",50,NA,1549,NA,54,"11005"
"1803",1975,"no",NA,"co-op","combo","no","27110 Grand Central Pky,  Floral Park NY, 11005",NA,"efficiency","$956",1,1,NA,3,NA,50,NA,750,NA,54,"11005"
"1804",1975,"no",NA,"co-op","combo","no","27110 Grand Central Pky,  Floral Park NY, 11005","yes","efficiency","$986",1,1,NA,4,NA,50,NA,834,NA,54,"11005"
"1805",1975,"no",NA,"co-op","combo","no","27110 Grand Central Pky,  Floral Park NY, 11005","yes","eatin","$1,193 ",1,1,NA,4,"$88",NA,NA,881,NA,54,"11005"
"1806",1975,"no",NA,"co-op","formal","no","27110 Grand Central Pky,  Floral Park NY, 11005","yes","eatin","$1,763 ",1,1,1,4,"$80",50,NA,1341,NA,54,"11005"
"1807",1975,"no",NA,"co-op","formal","no","27110 Grand Central Pky,  Floral Park NY, 11005","yes","eatin","$2,597 ",2,2,1,5,"$87",50,NA,1622,NA,54,"11005"
"1808",1975,"no",NA,"co-op","formal","no","271-10 Grand Central Pky,  Floral Park NY, 11005","yes","eatin","$2,435 ",2,2,1,5,"$80",NA,NA,1622,NA,54,"11005"
"1809",1975,"no",NA,"co-op",NA,"no","27110 Grand Central Pky, Floral Park NY, 11005",NA,"eatin","$1,643 ",1,1,1,4,"$88",50,NA,1150,NA,54,"11005"
"1810",1952,"no",NA,"co-op","formal","no","277-08 88th Avenue Ave, Queens Village NY, 11427",NA,"eatin","$661",2,1,NA,4,NA,NA,NA,571,NA,73,"11427"
"1811",1955,"yes",NA,"co-op","combo","no","28-01 Union St,  Flushing NY, 11354",NA,"eatin","$908",2,1,NA,4,NA,NA,NA,NA,NA,86,"11354"
"1812",1960,"no",NA,"co-op","combo","no","2908 139th St,  Flushing NY, 11354",NA,"efficiency kitchen","$638",1,1,NA,3,NA,NA,NA,NA,NA,86,"11354"
"1813",1960,"yes",NA,"co-op","formal","no","29-10 137 St,  Flushing NY, 11354",NA,"eatin","$1,022 ",3,2,NA,6,NA,NA,NA,NA,NA,86,"11354"
"1814",1960,"no",NA,"co-op","formal","no","29-49 137 St,  Flushing NY, 11354",NA,"eatin","$779",3,2,NA,6,NA,NA,NA,NA,NA,86,"11354"
"1815",1952,"no",NA,"co-op","formal","no","30-11 Parsons Blvd,  Flushing NY, 11354",NA,"eatin","$605",1,1,NA,4,"$100",NA,NA,890,NA,89,"11354"
"1816",1960,"no",NA,"co-op","other","no","30-11 Parsons Blvd,  Flushing NY, 11354",NA,"efficiency kitchen","$347",NA,1,NA,2,NA,NA,NA,NA,NA,89,"11354"
"1817",2010,"no","$350","condo",NA,"no","30-79 32 St,  Astoria NY, 11106",NA,"combo",NA,2,1,NA,5,NA,NA,NA,NA,"$395",97,"11106"
"1818",2010,"yes","$282","condo","combo","yes","30-94 Crescent,  Astoria NY, 11102",NA,"eatin",NA,1,1,NA,3,NA,NA,NA,NA,"$120",94,"11102"
"1819",2007,"yes","$295","condo","combo","yes","31-18 Union St,  Flushing NY, 11354",NA,"eatin",NA,2,2,NA,6,NA,NA,NA,1122,"$13",93,"11354"
"1820",2007,"yes","$275","condo","combo","yes","31-18 Union St,  Flushing NY, 11354",NA,"eatin",NA,2,2,NA,6,NA,NA,NA,1122,"$13",93,"11354"
"1821",2007,"yes","$295","condo","combo","yes","31-18 Union St,  Flushing NY, 11354",NA,"eatin",NA,2,2,NA,6,NA,NA,NA,1233,"$13",93,"11354"
"1822",2007,"yes","$302","condo","combo","yes","31-18 Union St,  Flushing NY, 11354",NA,"eatin",NA,2,2,NA,6,NA,NA,NA,1233,"$13",93,"11354"
"1823",2007,"yes","$437","condo","other","yes","31-18 Union St,  Flushing NY, 11354",NA,"none",NA,NA,2,NA,0,NA,NA,NA,2454,"$219",93,"11354"
"1824",2007,"yes","$289","condo","combo","yes","31-18 Union St,  Flushing NY, 11354",NA,"eatin",NA,2,2,NA,6,NA,NA,NA,1233,"$13",93,"11354"
"1825",2007,"yes","$220","condo","combo","yes","31-22 Union St,  Flushing NY, 11354","yes","combo",NA,2,2,NA,4,NA,NA,NA,NA,"$20",93,"11354"
"1826",1955,"no",NA,"co-op","combo","no","31-65 138 St,  Flushing NY, 11354",NA,"eatin","$718",1,1,NA,3,NA,NA,NA,750,NA,93,"11354"
"1827",1952,"yes",NA,"co-op","other","no","32-40 89 St St,  E. Elmhurst NY, 11369",NA,"eatin","$590",1,1,NA,1,NA,40,NA,700,NA,94,"11369"
"1828",1952,"yes",NA,"co-op","other","no","32-40 89 St,  E. Elmhurst NY, 11369",NA,"eatin","$722",2,1,NA,4,"$48",40,NA,NA,NA,94,"11369"
"1829",NA,"no",NA,"co-op",NA,"no","32-42 89th St,  E. Elmhurst NY, 1136",NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,94,".1136"
"1830",1986,"yes","$590","condo","combo","yes","3-27D 128th St,  College Point NY, 11356","yes","combo",NA,3,2,1,6,NA,NA,NA,1633,"$3,802 ",64,"11356"
"1831",1957,"no",NA,"co-op","combo","no","33-04 91st St,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$494",1,1,NA,3,NA,NA,NA,700,NA,98,"11372"
"1832",NA,"no",NA,"co-op","formal","no","33-25 90th St,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$695",2,1,NA,4,NA,NA,NA,NA,NA,94,"11372"
"1833",1952,"no",NA,"co-op",NA,"no","33-25 90th St,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$642",2,1,NA,4,NA,NA,NA,NA,NA,94,"11372"
"1834",1958,"no",NA,"co-op","other","no","3344 91st St,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$507",1,1,NA,3,NA,NA,NA,675,NA,98,"11372"
"1835",1957,"yes",NA,"co-op","combo","no","33-44 91st Street,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$482",1,1,NA,4,"$75",NA,NA,NA,NA,98,"11372"
"1836",1958,"no",NA,"co-op","combo","no","33-44 93 St,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$570",1,1,NA,3,NA,NA,NA,730,NA,96,"11372"
"1837",1950,"no",NA,"co-op","combo","no","33-46 92nd St,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$490",1,1,NA,3,NA,NA,NA,NA,NA,98,"11372"
"1838",1958,"no",NA,"co-op",NA,"no","33-60 21,  Long Island City NY, 11106",NA,"combo","$860",3,1,1,5,NA,NA,NA,NA,NA,93,"11106"
"1839",1958,"no",NA,"co-op",NA,"no","33-65 14 Street,  Long Island City NY, 11106",NA,"combo","$661",2,1,NA,4,NA,NA,NA,NA,NA,88,"11106"
"1840",1962,"no",NA,"co-op","formal","no","34-20 Parsons Blvd,  Flushing NY, 11354",NA,"eatin","$685",2,2,NA,7,NA,NA,NA,NA,NA,97,"11354"
"1841",1951,"yes",NA,"co-op","formal","yes","34-40 78 St,  Jackson Heights NY, 11372","yes","eatin","$578",1,1,NA,4,"$133",35,NA,NA,NA,96,"11372"
"1842",1939,"yes",NA,"co-op",NA,"yes","34-40 79th St,  Jackson Heights NY, 11372",NA,"combo","$892",1,1,NA,4,NA,NA,NA,NA,NA,96,"11372"
"1843",1960,"no",NA,"co-op",NA,"no","34-43 60th St, Woodside NY, 11377",NA,"combo","$800",1,1,NA,4,NA,NA,NA,NA,NA,96,"11377"
"1844",1930,"no",NA,"condo","combo","no","34-44 82 St,  Jackson Heights NY, 11372",NA,"eatin","$549",1,1,NA,3,NA,NA,NA,1000,"$3,673 ",98,"11372"
"1845",2008,"no","$277","condo","formal","no","35-06 Leavitt St,  Flushing NY, 11354",NA,"combo",NA,2,2,NA,5,NA,NA,NA,998,"$45",99,"11354"
"1846",2004,"no","$245","condo","combo","no","35-06 Leavitt St,  Flushing NY, 11354",NA,"eatin",NA,2,2,NA,4,NA,NA,NA,NA,"$45",99,"11354"
"1847",2004,"no","$258","condo","combo","no","35-06 Leavitt St,  Flushing NY, 11354",NA,"eatin",NA,2,2,NA,4,NA,NA,NA,643,"$449",99,"11354"
"1848",1980,"no",NA,"co-op",NA,"no","35-10 192 St,  Flushing NY, 11358",NA,"combo","$504",1,1,NA,4,NA,NA,NA,650,NA,87,"11358"
"1849",1950,"no",NA,"co-op","formal","no","35-14 192nd St,  Flushing NY, 11358",NA,"combo","$546",1,2,NA,4,NA,NA,NA,650,NA,87,"11358"
"1850",1916,"yes",NA,"co-op","formal","yes","35-16 82 St, Jackson Heights NY, 11372",NA,"eatin","$467",1,1,NA,3,NA,NA,NA,800,NA,98,"11372"
"1851",2015,"no","$224","condo","formal","no","35-17 Northern Blvd,  Flushing NY, 11354",NA,"eatin",NA,1,1,NA,2,NA,NA,NA,495,"$153",99,"11354"
"1852",1988,"no","$620","condo","combo","no","35-20 147 St,  Flushing NY, 11354",NA,"combo",NA,2,1,1,5,NA,NA,NA,NA,"$5,363 ",97,"11354"
"1853",1958,"no","$353","co-op",NA,"no","35-20 Leverich St,  Jackson Heights NY, 11372",NA,"efficiency",NA,1,1,NA,3,NA,NA,NA,547,"$2,424 ",95,"11372"
"1854",1948,"no",NA,"co-op",NA,"no","35-21 79th St, Jackson Heights NY, 11372",NA,"none","$686",1,1,NA,4,NA,NA,NA,733,NA,99,"11372"
"1855",1942,"no",NA,"co-op","formal","no","35-24 78 St,  Jackson Heights NY, 11372",NA,"eatin","$748",1,1,NA,4,NA,NA,NA,950,NA,99,"11372"
"1856",1930,"no",NA,"co-op","combo","yes","35-25 77 St,  Jackson Heights NY, 1137",NA,"eatin","$641",1,1,NA,3,NA,NA,NA,NA,NA,99,"71137"
"1857",1921,"yes",NA,"co-op","formal","yes","35-26 79 St,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$812",3,2,NA,6,NA,30,NA,1250,NA,99,"11372"
"1858",1940,"no",NA,"co-op","formal","no","35-27 81st St,  Jackson Heights NY, 11372",NA,"efficiency","$783",1,1,NA,3,NA,50,NA,NA,NA,99,"11372"
"1859",1955,"no",NA,"co-op","combo","no","35-31 85 St,  Jackson Heights NY, 11372","yes","efficiency kitchen","$596",1,1,NA,4,"$65",NA,NA,650,NA,98,"11372"
"1860",1955,"yes",NA,"co-op",NA,"yes","35-31 85th St,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$541",1,1,NA,3,NA,NA,NA,720,NA,98,"11372"
"1861",1938,"no",NA,"co-op","formal","no","35-45 81st St,  Jackson Heights NY, 11372",NA,"eatin","$732",1,1,NA,4,NA,NA,NA,NA,NA,99,"11372"
"1862",1950,"yes",NA,"co-op","other","yes","35-48 75 St,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$569",1,1,NA,3,NA,NA,NA,725,NA,99,"11372"
"1863",1945,"no",NA,"co-op",NA,"no","35-49 83rd Street,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$299",NA,1,NA,2,NA,NA,NA,NA,NA,99,"11372"
"1864",1922,"no",NA,"co-op",NA,"no","35-56 77 St,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$850",2,2,NA,5,NA,25,NA,1100,NA,99,"11372"
"1865",1927,"no","$416","condo","combo","no","35-63 88 St,  Jackson Heights NY, 11372",NA,"efficiency",NA,2,1,NA,4,NA,NA,NA,738,"$3,284 ",98,"11372"
"1866",NA,"no","$387","condo",NA,"no","35-64 89 St,  Jackson Heights NY, 11372",NA,"efficiency",NA,1,1,NA,5,NA,NA,NA,555,"$2,595 ",96,"11372"
"1867",1937,"no","$536","condo","formal","no","36-20 168th St,  Flushing NY, 11358",NA,"eatin",NA,3,1,1,6,NA,NA,NA,1200,"$4,800 ",90,"11358"
"1868",2010,"no","$224","condo",NA,"no","36-41 169 St,  Flushing NY, 11358",NA,"efficiency kitchen",NA,2,1,NA,5,NA,NA,NA,604,"$258",74,"11358"
"1869",2012,"no","$460","condo","combo","no","37-10 149 Pl,  Flushing NY, 11354",NA,"combo",NA,3,2,NA,7,NA,NA,NA,NA,"$372",97,"11354"
"1870",1950,"yes",NA,"co-op","combo","yes","37-14 192 St,  Flushing NY, 11358",NA,"efficiency kitchen","$715",1,1,NA,3,NA,NA,NA,NA,NA,88,"11358"
"1871",2011,"no","$329","condo","combo","no","37-17 111 St, Corona NY, 11368",NA,"eatin",NA,2,2,NA,6,NA,NA,NA,1040,"$189",91,"11368"
"1872",2008,"yes",NA,"condo","combo","yes","37-20 Prince St,  Flushing NY, 11354",NA,"combo",NA,2,1,NA,5,NA,NA,NA,NA,"$550",98,"11354"
"1873",1928,"no",NA,"co-op",NA,"no","37-21 80 Street,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$565",1,1,NA,2,NA,50,NA,NA,NA,99,"11372"
"1874",1939,"no",NA,"co-op","combo","no","37-21 80th Street,  Jackson Heights NY, 11372",NA,"eatin","$820",1,1,NA,3,NA,50,NA,750,NA,99,"11372"
"1875",1928,"no",NA,"co-op",NA,"no","37-21 80th Street,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$912",1,1,NA,4,NA,50,NA,NA,NA,99,"11372"
"1876",1962,"no",NA,"co-op","combo","no","37-30 73rd St,  Jackson Heights NY, 11372","yes","efficiency kitchen","$720",1,1,NA,3,NA,NA,NA,NA,NA,98,"11372"
"1877",1955,"no",NA,"co-op","other","no","37-30 83 St,  Jackson Heights NY, 11372",NA,"eatin","$914",2,2,NA,5,NA,NA,NA,1150,NA,99,"11372"
"1878",1919,"yes",NA,"co-op","formal","no","37-39 84 St,  Jackson Heights NY, 11372",NA,"efficiency kitchen","$504",1,1,NA,4,NA,30,NA,800,NA,99,"11372"
"1879",1916,"no",NA,"co-op",NA,"no","37-75 64 St,  Woodside NY, 11377",NA,"eatin","$528",2,1,NA,5,NA,NA,NA,850,NA,97,"11377"
"1880",2003,"no",NA,"condo","formal","no","38-11 108th St,  Corona NY, 11368",NA,"combo","$507",1,1,NA,4,"$200",NA,NA,NA,"$450",94,"11368"
"1881",1937,"yes",NA,"condo","formal","yes","40-35 Ithaca St,  Elmhurst NY, 11373",NA,"efficiency kitchen","$400",1,1,NA,5,NA,NA,NA,NA,"$2,584 ",98,"11373"
"1882",1936,"no","$546","condo","formal","no","41-07 42nd St,  Sunnyside NY, 11104",NA,"eatin",NA,1,1,NA,4,NA,NA,NA,870,"$210",96,"11104"
"1883",1987,"no","$486","condo","formal","no","4-11 121 St,  College Point NY, 11356","yes","eatin",NA,5,3,NA,11,NA,NA,NA,2200,"$7,774 ",58,"11356"
"1884",1936,"yes",NA,"co-op","other","yes","41-16 47 Ave,  Sunnyside NY, 11104",NA,"efficiency kitchen","$549",1,1,NA,3,NA,50,NA,725,NA,98,"11104"
"1885",2003,"no","$320","condo","formal","no","41-28 Haight St,  Flushing NY, 11355",NA,"combo",NA,2,1,1,5,NA,NA,NA,850,"$1,350 ",94,"11355"
"1886",2003,"no","$320","condo","other","no","41-28 Haight St,  Flushing NY, 11355",NA,"combo",NA,2,1,1,5,NA,NA,NA,NA,"$1,800 ",94,"11355"
"1887",1962,"no",NA,"co-op","formal","no","41-31 51 St,  Woodside NY, 11377",NA,"efficiency kitchen","$515",2,1,NA,4,NA,NA,NA,NA,NA,98,"11377"
"1888",1979,"no","$602","condo","combo","no","41-40 Union St,  Flushing NY, 11355",NA,"eatin",NA,2,1,1,5,NA,NA,NA,910,"$4,225 ",93,"11355"
"1889",1995,"no","$305","condo",NA,"no","41-58 71 St,  Woodside NY, 11377",NA,"eatin",NA,NA,1,NA,3,NA,NA,NA,569,"$2,425 ",94,"11377"
"1890",1980,"yes","$428","condo",NA,"yes","418 121 St,  College Point NY, 11356","yes","eatin",NA,3,2,1,7,NA,NA,NA,2050,"$4,738 ",58,"11356"
"1891",1926,"no",NA,"co-op","combo","no","42-22 Ketcham St,  Elmhurst NY, 11373",NA,"efficiency kitchen","$660",1,1,NA,3,NA,NA,NA,634,NA,98,"11373"
"1892",1964,"no",NA,"co-op","combo","no","42-30 Douglaston Pkwy,  Douglaston NY, 11363",NA,"efficiency kitchen","$540",1,1,NA,3,NA,NA,NA,665,NA,68,"11363"
"1893",2006,"no","$219","condo","formal","no","4238 Judge,  Elmhurst NY, 11373",NA,"combo",NA,2,2,NA,4,NA,NA,NA,800,"$250",95,"11373"
"1894",1961,"no",NA,"co-op",NA,"no","42-42 Colden St,  Flushing NY, 11355",NA,"combo","$412",1,1,NA,2,NA,NA,NA,NA,NA,95,"11355"
"1895",1962,"no",NA,"co-op","combo","no","42-42 Colden Street,  Flushing NY, 11355 (Active )",NA,"efficiency kitchen","$410",NA,1,NA,2,NA,NA,NA,NA,NA,95,"11355"
"1896",1985,"no","$215","condo","combo","no","42-42 Union St,  Flushing NY, 11355",NA,"combo",NA,1,1,NA,3,NA,NA,NA,720,"$2,922 ",93,"11355"
"1897",1956,"no",NA,"co-op",NA,"no","42-45 Kissena Blvd,  Flushing NY, 11355",NA,"efficiency kitchen","$613",1,1,NA,4,NA,NA,NA,NA,NA,98,"11355"
"1898",1960,"no",NA,"co-op","formal","no","42-95 Main St, Flushing NY, 11355",NA,"combo",NA,1,1,NA,4,NA,NA,NA,800,NA,95,"11355"
"1899",2013,"no","$185","condo","formal","no","43-07 48 St,  Sunnyside NY, 11104",NA,"combo",NA,1,1,NA,3,NA,NA,NA,804,"$66",98,"11104"
"1900",1964,"yes",NA,"co-op",NA,"no","43-10 Kissena Blvd Blvd,  Flushing NY, 11355",NA,"eatin","$973",3,2,NA,6,NA,50,NA,1300,NA,94,"11355"
"1901",1961,"yes",NA,"co-op",NA,"no","43-10 Kissena Blvd,  Flushing NY, 11355",NA,"combo","$690",1,1,NA,3,NA,35,NA,800,NA,94,"11355"
"1902",1961,"yes",NA,"co-op",NA,"no","43-10 Kissena Blvd,  Flushing NY, 11355",NA,"combo","$940",2,2,NA,5,NA,35,NA,1200,NA,94,"11355"
"1903",1964,"no",NA,"co-op","formal","no","43-10 Kissena Blvd,  Flushing NY, 11355",NA,"eatin","$963",3,2,NA,6,NA,NA,NA,1300,NA,94,"11355"
"1904",1961,"no",NA,"co-op",NA,"no","43-10 Kissena Blvd,  Flushing NY, 11355",NA,"efficiency","$1,086 ",3,2,NA,6,"$120",NA,NA,NA,NA,94,"11355"
"1905",1961,"yes",NA,"co-op",NA,"no","43-10 Kissena Blvd, Flushing NY, 11355",NA,"combo","$787",2,1,NA,4,NA,NA,NA,NA,NA,94,"11355"
"1906",2012,"yes","$335","condo","combo","yes","43-12 214th Pl, Bayside NY, 11361",NA,"efficiency kitchen",NA,2,2,NA,5,NA,NA,NA,NA,"$892",93,"11361"
"1907",2007,"no","$210","condo","combo","no","43-20 Union St,  Flushing NY, 11355",NA,"eatin",NA,2,2,NA,5,NA,NA,NA,NA,"$17",92,"11355"
"1908",1961,"no",NA,"co-op","combo","no","43-25 Douglaston Pky,  Douglaston NY, 11363",NA,"efficiency kitchen","$930",2,2,NA,5,NA,NA,NA,NA,NA,79,"11363"
"1909",1931,"no","$319","condo",NA,"no","43-33 48th St,  Sunnyside NY, 11104",NA,"eatin",NA,1,1,NA,5,NA,NA,NA,743,"$2,808 ",98,"11104"
"1910",1950,"no",NA,"co-op","formal","no","43-36 Robinson St,  Flushing NY, 11355",NA,"eatin","$901",3,1,NA,7,NA,NA,NA,1300,NA,89,"11355"
"1911",1954,"no",NA,"co-op","formal","no","43-40 Union St,  Flushing NY, 11355",NA,"eatin","$700",2,1,NA,6,NA,NA,NA,850,NA,88,"11355"
"1912",1958,"no","$453","condo","combo","no","43-43 Kissena Blvd,  Flushing NY, 11355",NA,"efficiency",NA,1,1,NA,4,NA,NA,NA,NA,"$2,382 ",96,"11355"
"1913",1930,"yes",NA,"co-op","other","no","44-14 Newtown Rd,  Astoria NY, 11103",NA,"efficiency kitchen","$575",1,1,1,4,NA,NA,NA,NA,NA,95,"11103"
"1914",1988,"no",NA,"condo","combo","no","45-08 80 St,  Elmhurst NY, 11373",NA,"eatin","$210",2,1,1,4,NA,NA,NA,850,"$3,400 ",94,"11373"
"1915",1987,"yes","$226","condo","combo","yes","46-22 161st St,  Flushing NY, 11358",NA,"combo",NA,2,1,1,5,NA,NA,NA,800,"$2,800 ",76,"11358"
"1916",1960,"no",NA,"co-op",NA,"no","47-27 Little Neck Pky,  Little Neck NY, 11362",NA,"eatin","$550",NA,1,NA,3,NA,NA,NA,NA,NA,84,"11362"
"1917",1950,"yes",NA,"co-op","formal","yes","50-05 43 Ave,  Woodside NY, 11377",NA,"combo","$460",1,1,NA,4,NA,NA,NA,NA,NA,98,"11377"
"1918",1987,"yes","$376","condo","formal","yes","502 Julius Rd,  College Point NY, 11356",NA,"combo",NA,2,2,1,7,NA,NA,NA,NA,"$3,280 ",64,"11356"
"1919",1988,"no","$265","condo","formal","no","51-14 Haspel St,  Elmhurst NY, 11373","yes","eatin",NA,2,1,1,5,NA,NA,NA,NA,"$3,740 ",89,"11373"
"1920",1962,"no","$490","condo","other","no","51-33 Goldsmith St,  Elmhurst NY, 11373",NA,"eatin",NA,1,1,NA,3,NA,NA,NA,663,"$3,200 ",96,"11373"
"1921",1955,"no",NA,"co-op","combo","no","52-15 65th Place,  Maspeth NY, 11378",NA,"efficiency","$670",2,1,NA,4,NA,NA,NA,NA,NA,81,"11378"
"1922",1955,"no",NA,"co-op","combo","no","52-21 65th Place, Maspeth, NY 11378",NA,"efficiency kitchen","$670",2,1,NA,4,NA,NA,NA,NA,NA,81,"11378"
"1923",1987,"yes","$380","condo","formal","yes","5-34 115 St,  College Point NY, 11356","yes","efficiency",NA,2,2,NA,6,NA,NA,NA,NA,"$2,700 ",53,"11356"
"1924",1961,"yes",NA,"co-op","combo","no","54-40 Little Neck Pky,  Little Neck NY, 11362",NA,"efficiency","$687",1,1,NA,3,"$95",NA,NA,NA,NA,76,"11362"
"1925",1961,"no",NA,"co-op","formal","no","54-40 Little Neck Pky,  Little Neck NY, 11362",NA,"efficiency kitchen","$877",2,1,NA,4,NA,NA,NA,NA,NA,76,"11362"
"1926",1961,"yes",NA,"co-op","combo","no","54-40 Little Neck Pky, Little Neck, NY 11362",NA,"efficiency","$644",1,1,NA,3,NA,NA,NA,NA,NA,76,"11362"
"1927",1961,"yes",NA,"co-op","combo","no","54-44 Little Neck Pky,  Little Neck NY, 11362",NA,"efficiency kitchen","$634",1,1,NA,3,NA,NA,NA,NA,NA,76,"11362"
"1928",1991,"no","$280","condo","combo","no","55-10 102 St,  Corona NY, 11368",NA,"efficiency kitchen",NA,1,1,NA,4,NA,NA,NA,1020,"$1,860 ",89,"11368"
